id,asin,title,price,rating,sales_volume,reviews_count,description
7d91ac09-d968-491c-858d-0ea2ff034b7e,B09QRXD9H1,USAOPOLY TAPPLE® Word Game | Fast-Paced Family Board Game | Choose a Category & Race Against The Timer to be The Last Player | Learning Game Great for All Ages (1 Pack),19.82,4.7,10K+ bought in past month,"Tapple is the award-winning, fast paced word game that gives players a rush of excitement as they race to beat the clock! Challenge friends and family to tap letters of the portable wheel as you come up with words for various categories before the ten-second timer runs out! Just say a word, beat the timer and win!",8742.0
b0c66683-c2b8-4095-9f82-6db570735ffc,B09D44JH4S,"Hasbro Gaming Scrabble Board Game,Word Game for Kids Ages 8 and Up,Fun Family Game for 2-4 Players,The Classic Crossword Game",17.99,4.8,5K+ bought in past month,"How many ways can you spell FUN? Bring back memories -- and create new ones -- with the Scrabble game! For over 70 years, the Scrabble board has been a place for friends and family to gather, play, learn, and reconnect. With the wooden titles, wooden tile racks, and textured gameboard, players can feel the thrill of playing a classic. Players can show off their vocabulary skills as they build words with the wooden letter tiles, and rack up the points with double and triple letter and word scores. The game guide offers different ways to play and strategies according to skill level. This Classic Crossword Game is a fun game for a family game night, a night out with friends, or an indoor activity. It's a fun game for boys, girls, adults, and teens, ages 8 and up. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc.",3705.0
3155fdb2-933e-41ca-b459-97a3478113f8,B0BRYH5FJ8,"Spin Master Games, Hedbanz 2023 Edition with New Cards, Picture Guessing Board Game, for Family & Kids, 2-6 Players, for Ages 6 & Up",13.49,4.7,4K+ bought in past month,"The quick question game of “What am I?” is back with a 2nd edition. From Spin Master Games, Hedbanz is fun for the whole family. This new game includes 6 NEW Hedbanz- Dino, Narwhal, Robot, Flower, Butterfly, and Brain. It also has all-new illustrations to guess cards such as “I am sunglasses” and “I am a snake”. Ask creative questions like “Am I pizza?” or “Am I dog?” to figure out your card in the categories of animals, objects, and food. Hedbanz is as easy as Pick… Place… Play. Pick your favorite headband and take a picture card without looking at the drawing. Put the headband on and place the card in the headband so that the illustration is facing all players. Then, play by asking questions with “yes” and “no” answers as your try to guess what’s on your card. Be the first player to collect 3 Scoring Badges to win. Hedbanz is a must-have in your collection of board games for kids 8-12, but it is fun for everyone ages 6 and up. For 2-6 players, bring along when you are in need of girls toys age 6-8, family board games, or games for kids. Hedbanz is a social activity for the entire family- a true staple for all generations. It is the classic picture guessing game that has been around for years. Whether you are searching for kids board games, fun games, or board games for kids 6-8- you are sure to laugh out loud with this new edition of Hedbanz full of color new cards and adorable headbands. Plus, the easy-to-follow instructions make playing simple for everyone. Get guessing today with Hedbanz 2nd edition. Spin Master brings the fun of children’s entertainment home by offering a range of kids toys & games including baby toys, toys for girls, and board games. Collect your favorite stuffed animals, fidget toys, RC cars, action figures, dolls & accessories and up more. From special gifts for men to baby & toddler toys for kids at heart, make your birthday gifts a breeze by shopping our diverse catalog selection. Still hungry for more, explore learning and up education kids games, pool toys, outdoor games, and monster trucks for any time of the year. Get creative with arts and crafts, building toys and RC cars and take the action to the table with jigsaw puzzles for adults or card games. Spin into the sandbox today with Spin Master.",3546.0
23e92a17-39e0-4784-9fa5-6db6ed56f6b3,B0B2JZHQ2P,"Tic Tac Toe Board Game,Tic Tac Toe Family Game, Classic Board Game, Classical Family Board Game,Children's Tic Tac Toe Game, Plastic tic tac Toe Game, Board Size 15 X 15 cm",5.99,4.2,2K+ bought in past month,,606.0
1525a317-7b70-4451-9514-335fdad9212e,B00000IVAK,"SEQUENCE- Original SEQUENCE Game with Folding Board, Cards and Chips by Jax ( Packaging may Vary ) White, 10.3"" x 8.1"" x 2.31""",12.0,4.8,7K+ bought in past month,"It's fun, it's challenging, it's exciting, it's SEQUENCE! Play a card from your hand, and place a chip on a corresponding space on the game board. When you have five in a row, it's a SEQUENCE. Learn to block your opponents or remove their chips, and watch out for the Jacks - they're wild! With a little strategy and luck, you'll be a winner. Includes 1 Folding Game Board (19.75"" x 15.25""), 2 Decks of SEQUENCE Playing Cards (2.25"" x 3.5""), 135 playing chips: 35 red, 50 blue and 50 green, and Complete Instructions For 2-12 players, ages 7 and up.",45545.0
f9810afb-2ee6-4a88-9447-c4ffa1865571,B008J87PVC,"Hasbro Twister Party Classic Board Game for 2 or More Players,Indoor and Outdoor Game for Kids 6 and Up,Packaging May Vary",14.97,4.7,6K+ bought in past month,"Product Description It’s the Twister game, the classic game that ties players up in knots! This action-packed group game is fun for parties or a game night with the family. See where the spinner lands and make a move. Left hand red, piece of cake! Right hand yellow, no problemo! Hilarity ensues as players twist, turn, tangle -- and struggle to keep their hands and feet glued to the mat. Right foot blue … uh oh, this is getting tough! Who can do it? Once a player topples over, or their knee or elbow hits the mat, they're out. The last player standing wins! For ages 6 and up, the Classic Twister game is a fun thing to do while staying at home, and it’s a great outdoor game for kids to play with family and friends. Are you ready to be the next Twister game champ? Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc. Amazon.com Over forty years old and going strong! Soon after its release in 1966, Twister was made instantly popular when Johnny Carson and Eva Gabor played it on The Tonight Show . Such a simple concept, with so much potential for hilarity. The game includes a plastic mat with red, blue, yellow, and green spots; a spinner; and instructions. To play (as if you didnt already know), two to four players face each other, with the plastic mat in the center. A referee spins the spinner, then calls out the body part and the color the arrow points to (""Left foot, blue,"" ""Right hand, yellow""). All players, at the same time, follow the directions, placing the appropriate body part on a vacant circle. Players become increasingly entangled, until someone (or everyone) finally topples, and is eliminated. The last person standinger, crouchingwins. If this doesnt bring families and friends (and celebrities) closer together, we dont know what does! Out-and-out fun. --Emilie Coulter P.when('A').execute(function(A) { A.on('a:expander:toggle_description:toggle:collapse', function(data) { window.scroll(0, data.expander.$expander[0].offsetTop-100); }); }); From the Manufacturer Add a twist of fun into any party or family night with the game that ties you up in knots. This twister game is the classic game with 2 more moves. Give the spinner a whirl and see what's next as you try to keep your hands and feet on the mat. Right foot red. Can you do it? Left foot green, you got it. If your knee or elbow touches the mat or you fall over, you are out. Be the last player standing to win. Review For 2 to 4 players Includes spinner and floor mat Skills: balance, coordination, color recognition Supply is limited -- See more",13058.0
fda82694-7b4a-4ccd-9c28-27af14b38e3c,B00GPK8ISK,"Pressman Checkers -- Classic Game With Folding Board and Interlocking Checkers, 2 Players",11.99,4.4,1K+ bought in past month,"Checkers is a strategy board game for two players which involves diagonal moves of uniform game pieces and mandatory captures. Not only that, it is a necessary keystone to any game closet, and this is the perfect set! This classic game set includes the game board, solid interlocking plastic checkers, and complete instructions. For 2 players, ages 6 and up.",8980.0
d3288937-9794-4138-81bd-1dd6d9e21fef,B08BHHRSPK,"The Game of Life Game, Family Board Game for 2-4 Players, Indoor Game for Kids Ages 8 and Up, Pegs Come in 6 Colors",14.41,4.7,2K+ bought in past month,"Buckle up for an exciting ride through life's twists and turns. Pop in colorful pegs and spin to move along the gameboard as life unfolds from Start to Retirement. Every Stop! Space is a major life milestone where players spin for their fate or choose their path forward. Decide whether or not to get married, grow a family, or retire early. Action cards give players options for how their adventures play out! Willing to take a risk? Invest in a number on the investment tracker and get more cash whenever someone spins that number. Spend cash wisely because the player with the most money at the end of the game wins! The Game of Life game is a fun thing to do while staying at home and a great indoor game for kids ages 8 and up. It makes an exciting pick for game night or a homeschool activity. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc. Spin to Win is a trademark of The Trustee of the Reuben B. Klamer L.T.",5798.0
fc8b14f1-8bd8-49cc-9c99-3d305a27b1e9,B0CTJ3KZ7Z,Overlap A Deceptively Simple Strategy Game - Mensa Award Winning Card Game - 2 Player Game or Up to 8 Players - Card Games for Adults and Families,14.95,4.5,300+ bought in past month,,104.0
919083b9-8375-405d-abae-37e826c1e670,B07T446163,CMYK Wavelength: The Party Game Show in a Box,31.49,4.8,3K+ bought in past month,,3677.0
296dad79-d718-4a39-872a-aefa5467098b,B00S732WJE,"Guess Who? Board Game with Classic Characters by Winning Moves Games USA, Classic Children's Mystery Board Game of Deduction for 2 Players, Ages 6+ (1191)",17.99,4.7,7K+ bought in past month,"Beloved 1980's version of the classic mystery face game is back! There's a mystery person on your opponent's card. Can you find the matching face in the crowd? Start with your game full of silly-looking characters. Then ask the right questions to eliminate the wrong faces! Does your person have blue eyes? Is your person wearing a hat? Once you're down to a face or two - solve the mystery by guessing who! If you're the first to identify your opponent's mystery person, you win. Ages 6+",9299.0
5c815ec6-0d12-418a-be61-ed8fed39c9d3,B084D2XQ9F,"HUES and CUES - Vibrant Color Guessing Board Game for 3-10 Players Ages 8+, Connect Clues and Guess from 480 Color Squares",19.99,4.7,6K+ bought in past month,"What hue do you think of when we say apple? Hues and Cues is the award-winning vibrant game of colorful communication where players are challenged to make connections to colors with words. Using only one and two-word cues, players try to get others to guess a specific hue from the 480 colors on the game board. The closer the guesses are to the target, the more points you earn. Since everyone imagines colors differently, connecting colors and clues has never been this much fun!",7181.0
2d73af27-3f7e-4786-8e0a-54dbef586744,B09D4QRJ8Y,Classic Board Game | Strategy Games for Kids and Adults | Ages 7+ | 2 Players | Fun Kids Games | Family Games,16.84,4.8,5K+ bought in past month,"This Battleship game is the classic game of naval combat that brings together competition, strategy, and excitement! In a head-to-head battle, 2 players search for the enemy's fleet of ships and destroys them one by one. With convenient portable battle cases and realistic looking naval crafts, the Battleship game puts players in the middle of the action. Command a powerful fleet that includes an aircraft carrier, a destroyer, a submarine, a patrol boat, and a battleship. Each player announces the coordinates of their strike and sees if it hits. Position ships strategically to survive an opponent's relentless strikes, and track hits and misses with red and green pegs on the ocean grid. No ship is safe in this game of stealth and suspense. Classic board games for 2 players like Battleship make fun indoor for kids. Battle games also make excellent gifts for 7 year old boys and girls and up. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc.",5554.0
cd5382d8-f485-432b-a660-448d3f340f28,B06XY881H4,Hasbro Gaming Connect 4 Strategy Board Game for Kids | 2 Players | Easter Gifts for Boys & Girls | Ages 6+ (Amazon Exclusive),13.99,4.8,4K+ bought in past month,,18619.0
64f1e8bf-f2f1-4d2b-b252-8003e6e7fca5,B00U26V4VQ,"CATAN Board Game - Embark on a Journey of Discovery and Trade! Civilization Building Strategy Game, Family Game for Kids & Adults, Ages 10+, 3-4 Players, 60-90 Minute Playtime, Made by CATAN Studio",43.97,4.8,5K+ bought in past month,"Your adventurous settlers seek to tame the remote but rich isle of Catan. Start by revealing Catan's many harbors and regions: pastures, fields, mountains, hills, forests, and desert. The random mix creates a different board virtually every game. Guide your settlers to victory by clever trading and cunning development. Use resource combinations- grain, wool, ore, brick, and lumber-to buy handy development cards and build roads, settlements, and cities. Acquire your resources through trades,cards, or lucky dice (even outside your turn). But beware! Someone might cut off your road or buy a monopoly. And you never know when the wily robber might steal some of your precious gains! Catan((aka The Settlers of Catan) has been awarded with ""Game of the Year,"" ""Hall of Fame,"" and even ""Game of the Century"" honors in Germany, the United States, and a host of other countries worldwide. An international favorite, it's been called the ""Perfect Social Game."" Catan contains: 19 unique hexagonal terrain tile, 6 coastal frame pieces, 9 extra harbor pieces, 20 wooden settlements, 16 wooden cities, 60 wooden roads, 95 resource cards, 25 development cards, 4 building costs cards, 2 special bonus cards, 18 number tokens, 2 six-sided dice, 1 wooden robber pawn, simple rules & almanac.",37731.0
8652689c-b9a0-41a0-a06a-4a263589c997,B0CBT2N7N1,"Mattel Games UNO Show ‘em No Mercy Card Game in Storage & Travel Tin for Kids, Adults & Family Night with Extra Cards, Special Rules & Tougher Penalties (Amazon Exclusive)",14.99,4.8,10K+ bought in past month,"UNO Show 'em No Mercy is our most brutal UNO game yet, and with a convenient storage tin this version is easy to take on the go! It has a ton more cards with WAY tougher penalties (draw 10 cards anyone?) and new rules that will have players stacking, swapping and drawing more cards than ever before! And there's even a Mercy Rule (yes, we get the irony) if things get too rough. There are two ways to win in this merciless version of the classic game: get rid of all cards OR knock all other players out of the game! Oh and if you manage to get down to one card, don't forget to yell 'UNO!'",2408.0
8f91a4ce-52e0-4c4e-82c2-94a50ffc6adc,B00000DMF6,Hasbro Gaming Chutes and Ladders Board Game | 2 to 4 Players | Preschool Games for Boys & Girls| Easter Gifts for Kids | Ages 3+ (Amazon Exclusive),12.99,4.8,3K+ bought in past month,"Product Description It's the exciting up-and-down-again game for little people! Land on ladders, race ahead, but watch out that you don't chute back! Loads of family fun and no reading required so every child can play. Amazon.com Be the first to move your child-shaped playing piece from square one to square 100 on the Chutes and Ladders game board--but watch out! If you land on the square that shows you ate too much candy--Ouch!--you get a tummy ache and slide down a chute to a square a few numbers below. But if you end your turn on a good-deed square, such as helping sweep up a mess, you'll be rewarded by a ladder-climb up the board. A fantastic follow-up to Candy Land , Chutes and Ladders is ideal for younger children who are still learning to take turns and just beginning to recognize numbers (the spinner stays in the single digits). It's also a gentle introduction to the higher numbers as players climb to 100 at the top of the board. And, thanks to all those chutes and ladders, it's got enough excitement to keep your 7-year-old on the edge of her seat. English and Spanish instructions are included; no reading is necessary to play. Chutes and Ladders is for two to four players. --Julie Ubben P.when('A').execute(function(A) { A.on('a:expander:toggle_description:toggle:collapse', function(data) { window.scroll(0, data.expander.$expander[0].offsetTop-100); }); }); From the Manufacturer It's the exciting up-and-down-again game for little people! Land on ladders, race ahead, but watch out that you don't chute back! Loads of family fun and no reading required so every child can play! Review For 2 to 4 players Includes game board, cardboard playing pieces, and spinner No reading required to play Instructions in English and Spanish Skills: counting Supply is limited -- See more",11449.0
f19fe162-628e-48e2-9d17-329ca48ce947,B0BFG4JVC5,"Hasbro Gaming Scattergories Classic Game, Party Game for Adults and Teens Ages 13 and up, Board Game for 2+ Players",16.69,4.8,2K+ bought in past month,"Think fast, be original and stay sharp! In the Scattergories game, roll the 20-sided letter die, flip the sand timer, and think of unique answers for each category on the list. Players race against the timer as they write down answers to categories -- such as things in your car, reality TV shows, famous animals, and things you shouldn’t touch -- each beginning with the letter “S,” for example. In this fun family board game for 2 players or more, score points for jotting down things no one else did. The more out-of-the-box the answers, the less likely someone will have it, and the more points you rack up. Online tools also enhance gameplay, giving players the option to use a web-based timer and letter die. This party game for adults and teens ages 13 and up features 190+ categories and 20 letters on the die, making it an entertaining group game for up to 6 people to play again and again. SCATTERGORIES and HASBRO and all related trademarks and logos are trademarks of Hasbro, Inc.",1119.0
1f9c8326-a6e1-4e26-8f16-793c71cbe4c9,B00004YO0Y,"Let's Go Fishin' Game by Pressman - The Original Fast-Action Fishing Game!, 1-4 players",8.97,4.5,7K+ bought in past month,"Product Description Our Let's Go Fishin' game is the original version of a well-known and well-loved fishing game that parents will remember playing when they were kids. This classic kids game teaches hand-eye coordination as players use their mini fishing poles to try to catch the most fish. The challenge is that the board game spins, and the fish open and close their mouths. With 21 fish and 4 fishing rods, there's plenty of fishing fun in this fast-paced competition, and these fish are as hungry as hungry hippos. Let's Go Fishin' is a fishing toy that's great for playing at home or as a travel game--it will lure kids into playing over and over again. For 1-4 players ages 4 and up. Requires 1C battery (not included). From the Manufacturer Our Let's Go Fishin' game is the original version of a well-known and well-loved fishing game that parents will remember playing when they were kids. This classic kids game teaches hand-eye coordination as players use their mini fishing poles to try to catch the most fish. The challenge is that the board game spins, and the fish open and close their mouths. With 21 fish and 4 fishing rods, there's plenty of fishing fun in this fast-paced competition, and these fish are as hungry as hungry hippos. Let's Go Fishin' is a fishing toy that's great for playing at home or as a travel game--it will lure kids into playing over and over again. For 1-4 players ages 4 and up. Requires 1C battery (not included).",9279.0
93e6616d-f859-4e26-995c-c8a48f5a524e,B001FA22DC,"Pressman Mancala - Real Wood Folding Set, with Multicolor Stones by Pressman, 2 players",13.99,4.7,3K+ bought in past month,"Product Description Mancala is one of the world's oldest and best-loved games, and Pressman's folding wooden Mancala board offers an affordable way to play that makes a great travel game as well as a wonderful home edition. Players take turns scooping up the special stones and counting them out one at a time into the pockets on the board. When they drop a stone into an empty pocket on their side of the board, they capture all the stones in the opposite pocket. It sounds like a simple marble game, but it's got plenty of strategy and reinforces STEM skills like counting and strategic planning. The winner is the player who collects the most stones! This folding Mancala includes a hinged wooden playing board, 48 plastic stones, and complete instructions. From the Manufacturer Mancala is thousands of years old, tracing its lineage to ancient Egypt. Legend has it that workers played the game during rest periods while building the pyramids. But the game is great for modern times as well--it has gained new popularity as one of the world's most intriguing and clever two-player games. To start, place all the stones in the pockets of the board. When it's your turn, choose a pocket and scoop up all the stones in it, then drop them back into the pockets one-by-one as you circle the board. With just a few easy rules to follow, the object is to collect the most by the end of the game. All the pieces go back inside the game unit for easy storage. This set includes: 1 high quality wood hinged playing board, 48 plastic stones and complete instructions.",15433.0
31a143de-3413-4099-ad09-069fd49da91e,B08MVWB4SC,Hasbro Gaming Guess Who? People & Pets Board Game Edition | The Original Guessing Game | Easter Gifts for Girls & Boys | Ages 6+ (Amazon Exclusive),16.99,4.6,5K+ bought in past month,"Bring back childhood memories and introduce the iconic guessing game to your kids and grandkids with the Guess Who? board game. This edition is double the fun because it includes people as well as pets character cards. Each player chooses a mystery character card and then using ""yes ""or ""no"" questions, tries to figure out the other player's mystery person or pet, depending on which set of cards they use. Players can ask questions about a person's appearance such as ""Do they wear glasses?"" or whether a pet wears a collar, or purrs. Challenge other players to a series of games and see who can be the first to win 5 games. The Guess Who? game is for 2 players, and makes a great indoor activity for kids ages 6 and up. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc.",5734.0
8c1dfc3d-1534-4795-8783-41c639599dcc,B0BFP4VZCP,"3.0 Board Game, Family Board Games for Children & Adults, Block Puzzle Games for Ages 4+",44.0,4.6,3K+ bought in past month,,4641.0
f101a3bd-20b1-4e2c-9c5d-02f2133b7b99,B01MS6B7BV,"Hasbro Gaming Don't Break The Ice Preschool Game, Board Games for Kids Ages 3 and Up",11.99,4.8,8K+ bought in past month,"In the Don’t Break the Ice game, players need to help Phillip the Penguin chop some ice blocks so he can make a new igloo. Brrrrr, that water’s cold, even for him! This game for preschoolers and kids ages 3 and up is filled with suspense as players take turns tapping out the blocks of ice. But watch out! If a player breaks the ice and Phillip falls through, they’re out! Reset the blocks to start a new round with the remaining players. The last player left who hasn’t made Phillip fall through the ice is the winner. Bring out this fun preschool game when looking for games for family game night, games for groups, and games for families and kids. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc.",16766.0
